"id","site","diversity","pop_density","temperature","precipitation","density","devil"
"EHI01272","EHI01272",1.46469500601038,0.01276861038059,8.22115745200117,802.1290263622,51.45385,0.250583107272784
"EHI02760","EHI02760",1.85681084790549,0,9.21604793966537,1587.9667662477,71.48325,0.210193639000257
"EHI01342","EHI01342",2.64948477956762,0.000820630113594234,17.4444731304106,252.991630771402,20.7068,0
"EHI02846","EHI02846",5.05038788881295,0.106202989816666,11.8445132924634,599.170535950749,50.028,0.156215300162633
"EHI01253","EHI01253",4.0564858506006,0.0265283267945051,9.57067642192389,678.645224463204,62.31225,0.364457716544469
"EHI02796","EHI02796",1.62787965239096,7.92684030532837,12.6119340096338,980.151717569338,77.25025,0.280735373497009
"EHI01254","EHI01254",1.46469500601038,0.01276861038059,8.22115745200117,802.1290263622,51.45385,0.250583107272784
"EHI02826","EHI02826",3.56060470331117,0.123540736734867,12.7425577624243,712.946541832956,44.02325,0.148132105668386
"EHI02824","EHI02824",3.56060470331117,0.123540736734867,12.7425577624243,712.946541832956,44.02325,0.148132105668386
"EHI02823","EHI02823",1.87055433471963,0.483195573091507,12.2639576203613,1016.57292464783,71.99925,0.117021818955739
"EHI02840","EHI02840",1.05501393957944,0.972200632095337,11.81903080349,1378.04073601097,79.67375,0.469344665606817
"EHI01258","EHI01258",4.0564858506006,0.0265283267945051,9.57067642192389,678.645224463204,62.31225,0.364457716544469
"EHI02773","EHI02773",1.62787965239096,7.92684030532837,12.6119340096338,980.151717569338,77.25025,0.280735373497009
"EHI02817","EHI02817",4.53425300054387,1.48067784309387,10.8546327935743,1138.40419968319,75.3692,0.372737983862559
"EHI02772","EHI02772",3.56060470331117,0.123540736734867,12.7425577624243,712.946541832956,44.02325,0.148132105668386
"EHI02806","EHI02806",4.53425300054387,1.48067784309387,10.8546327935743,1138.40419968319,75.3692,0.372737983862559
"EHI02831","EHI02831",3.2459346967429,15.8920402526855,10.3858858996808,908.295861712431,72.49975,0.193619350592295
"EHI01266","EHI01266",2.46636132893045,0.0225558578968048,16.0726895683943,485.299275844474,20.235,0
